Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
134.823	56.7480	437.281	0.00228686	0.550580	2.63253	4.22732	33.5721	51.2052	1584.41	-0.501497	125.873	0.210319	liquid
134.643	67.9260	443.914	0.00225269	0.457796	2.91260	3.28550	33.9074	50.7556	1648.05	-0.513258	134.112	0.219766	liquid
144.330	0.357000	5.08432	0.196683	8.04374	9.17020	71.0858	25.9360	36.5009	303.952	17.5723	5.59917	0.0156038	vapor
144.024	0.650000	9.88733	0.101140	7.90120	8.95586	65.0489	27.0683	40.6293	292.248	18.4790	5.57392	0.0164177	vapor
153.922	0.429000	5.72736	0.174601	8.27484	9.47650	71.7065	25.8494	36.3920	314.078	15.5095	5.98611	0.0167892	vapor
154.234	0.731000	10.2548	0.0975156	8.16492	9.30851	66.5492	26.6018	39.4403	305.029	15.9625	6.01473	0.0175210	vapor
153.919	1.08200	16.3846	0.0610330	7.99441	9.05384	62.0831	27.9255	45.2011	291.767	16.7934	6.01413	0.0186660	vapor
154.911	1.59700	348.601	0.00286861	2.54014	2.61364	19.2315	30.6321	67.0628	868.308	0.00732911	51.5622	0.122854	liquid
154.745	6.75400	361.525	0.00276606	2.33000	2.62971	17.8317	30.7361	61.4571	978.468	-0.154026	58.0840	0.132822	liquid
154.976	14.5770	375.073	0.00266615	2.12268	2.74617	16.3850	31.0120	57.4025	1096.04	-0.278128	65.8844	0.144432	liquid
155.097	25.3140	389.213	0.00256929	1.90639	2.94979	14.7932	31.4275	54.5161	1219.61	-0.370321	75.0052	0.157870	liquid
155.214	35.9940	400.316	0.00249803	1.74207	3.18454	13.5099	31.8189	52.8634	1318.29	-0.423635	82.8373	0.169489	liquid
155.063	46.6300	409.860	0.00243985	1.59739	3.42259	12.3299	32.1933	51.7837	1403.42	-0.458634	90.1010	0.180244	liquid
154.875	56.9240	417.934	0.00239272	1.47706	3.66214	11.3015	32.5331	51.0485	1476.16	-0.482176	96.6312	0.189961	liquid
154.708	67.0330	424.991	0.00235299	1.37524	3.90564	10.3890	32.8453	50.5135	1540.45	-0.498970	102.636	0.198958	liquid
164.385	0.446000	5.52177	0.181101	8.54947	9.84527	73.7196	25.6694	35.8365	326.557	13.6078	6.39966	0.0179751	vapor
164.059	0.935000	12.4410	0.0803792	8.37075	9.57644	66.4164	26.5989	39.8724	313.340	14.2169	6.44166	0.0189274	vapor
163.617	1.65700	25.5023	0.0392122	8.03348	9.07586	59.3944	28.9947	52.5356	288.795	15.3729	6.52973	0.0214409	vapor
174.541	0.406000	4.67153	0.214063	8.82954	10.2238	76.7003	25.4970	35.1755	339.182	12.0779	6.78654	0.0190691	vapor
174.157	1.01500	12.5551	0.0796492	8.63524	9.93220	67.9135	26.3461	38.9855	325.641	12.5769	6.85955	0.0200644	vapor
173.754	1.75100	24.2275	0.0412754	8.35129	9.51076	61.6143	27.7901	47.0789	306.382	13.2454	7.00211	0.0219850	vapor
173.252	2.46100	40.2127	0.0248678	7.96094	8.94275	56.2192	30.8031	69.2682	280.949	14.0539	7.23339	0.0257482	vapor
174.692	2.64400	44.4129	0.0225160	7.90642	8.86148	55.3527	31.5110	76.7341	277.444	13.8726	7.39269	0.0270566	vapor
174.610	4.61400	309.214	0.00323401	3.74951	3.98890	26.6886	30.3929	78.7609	678.637	0.475011	38.2516	0.100367	liquid
174.751	12.7080	338.478	0.00295440	3.30235	3.90467	23.9225	30.1883	62.3240	891.757	-0.0355236	47.9371	0.118467	liquid
174.995	19.7220	353.445	0.00282929	3.07587	3.97105	22.4440	30.3865	57.8478	1006.68	-0.196044	54.1541	0.129461	liquid
175.148	26.4520	364.533	0.00274323	2.90841	4.07254	21.3066	30.6209	55.4386	1094.24	-0.285723	59.3258	0.138456	liquid
175.004	33.7960	374.815	0.00266798	2.74642	4.19296	20.1747	30.8920	53.7281	1176.36	-0.350890	64.5758	0.147465	liquid
175.218	41.2840	383.299	0.00260893	2.62528	4.35320	19.2804	31.1472	52.5336	1246.87	-0.395657	69.2156	0.155510	liquid
175.099	48.1460	390.444	0.00256119	2.51599	4.49424	18.4613	31.3832	51.7185	1306.17	-0.426611	73.3795	0.162655	liquid
174.935	55.0580	396.950	0.00251921	2.41661	4.64178	17.6952	31.6129	51.0817	1360.79	-0.450657	77.3729	0.169505	liquid
174.834	61.6390	402.547	0.00248418	2.33401	4.79052	17.0356	31.8208	50.5968	1408.53	-0.468689	80.9570	0.175686	liquid
175.000	68.3700	407.587	0.00245347	2.26933	4.96041	16.4829	32.0151	50.1879	1452.81	-0.483333	84.2672	0.181535	liquid
184.665	0.752000	8.38285	0.119291	9.00437	10.4435	73.0570	25.7904	36.4489	344.170	11.0196	7.22100	0.0207455	vapor
184.844	1.50800	18.1472	0.0551048	8.79116	10.1243	66.0815	26.6839	41.0234	330.188	11.3431	7.37840	0.0221389	vapor
184.439	2.25200	29.9735	0.0333628	8.51847	9.72382	61.1428	27.8857	48.8283	313.521	11.7398	7.58962	0.0241595	vapor
184.145	2.88400	43.1085	0.0231973	8.22263	9.29591	57.2846	29.4792	62.5117	296.507	12.0501	7.88814	0.0271320	vapor
183.857	3.45000	60.6993	0.0164747	7.83295	8.74478	53.3149	32.5463	100.412	275.723	12.1557	8.38249	0.0329475	vapor
199.304	1.01300	10.5148	0.0951036	9.33622	10.8818	73.0248	25.8934	36.8156	356.845	9.56817	7.81510	0.0226843	vapor
198.607	1.53100	16.6312	0.0601280	9.18859	10.6654	68.7950	26.3363	39.1858	348.481	9.75011	7.90029	0.0233885	vapor
198.700	2.67000	32.2928	0.0309666	8.86387	10.1903	62.4543	27.5175	46.9723	330.705	9.93443	8.26319	0.0257537	vapor
198.365	3.52000	47.5258	0.0210412	8.54370	9.73191	58.3878	28.7455	58.2177	315.230	10.0036	8.70080	0.0286808	vapor
198.363	4.15600	62.3715	0.0160330	8.24904	9.31802	55.3534	30.0104	74.4533	303.022	9.85702	9.24399	0.0323826	vapor
198.100	4.56900	75.5535	0.0132357	7.98693	8.95710	53.0443	31.2648	96.3409	293.604	9.60855	9.80309	0.0365444	vapor
198.138	4.86100	87.2761	0.0114579	7.76866	8.66219	51.2640	32.4161	123.419	287.187	9.23866	10.3903	0.0409496	supercritical
197.697	5.04900	99.0238	0.0100986	7.54056	8.35855	49.5653	33.7650	164.615	280.749	8.84467	11.0281	0.0463152	supercritical
197.626	5.17300	107.952	0.00926337	7.38044	8.14920	48.4088	34.7182	203.939	277.229	8.46924	11.5822	0.0506870	supercritical
197.637	5.23000	112.451	0.00889277	7.30302	8.04915	47.8605	35.1562	226.133	275.853	8.26605	11.8829	0.0529158	supercritical
197.537	5.32900	122.786	0.00814428	7.12512	7.82139	46.6393	36.1107	286.321	273.019	7.80467	12.6153	0.0581817	supercritical
197.640	5.40800	130.480	0.00766403	7.00324	7.66816	45.8131	36.5477	328.313	272.410	7.43735	13.2152	0.0615706	supercritical
197.864	5.50000	138.795	0.00720487	6.87978	7.51550	44.9857	36.7220	362.132	273.430	7.02464	13.9104	0.0644278	supercritical
197.960	5.69300	163.674	0.00610972	6.51253	7.07054	42.6337	36.3833	390.310	283.144	5.81964	16.1928	0.0693482	supercritical
198.181	5.96500	189.526	0.00527632	6.16148	6.66639	40.4689	34.9603	289.831	311.681	4.49526	18.8842	0.0698967	supercritical
198.182	6.57100	221.422	0.00451626	5.72950	6.20559	37.9074	32.4802	162.668	384.496	2.84223	22.6646	0.0722360	supercritical
198.136	7.44500	242.791	0.00411877	5.43292	5.92486	36.1871	31.1599	116.246	457.374	1.89229	25.6262	0.0766047	supercritical
198.394	8.89800	261.232	0.00382801	5.17854	5.72498	34.7137	30.3717	91.8909	536.795	1.22056	28.6117	0.0821138	supercritical
198.758	11.1790	278.849	0.00358617	4.93159	5.57474	33.2761	29.9196	77.3298	624.927	0.722874	31.9594	0.0888137	supercritical
198.640	14.4500	296.596	0.00337159	4.66191	5.44351	31.6994	29.7312	68.0718	721.850	0.353030	35.9176	0.0968898	supercritical
199.026	19.2190	313.225	0.00319259	4.41990	5.40426	30.2417	29.7320	61.8806	823.450	0.0880894	40.2959	0.105775	supercritical
200.169	26.0710	329.186	0.00303779	4.20908	5.47964	28.9066	29.8758	57.4708	931.065	-0.106768	45.1886	0.115639	supercritical
200.430	35.2640	346.238	0.00288818	3.95642	5.59036	27.2814	30.1637	54.2773	1049.76	-0.254927	51.1981	0.127536	supercritical
200.230	47.2420	363.371	0.00275201	3.69294	5.77867	25.5205	30.5627	51.9991	1174.81	-0.361445	58.1751	0.141140	supercritical
200.558	62.6190	379.688	0.00263374	3.46544	6.11125	23.8692	31.0325	50.3574	1301.92	-0.435532	65.7705	0.155985	supercritical
200.555	69.4190	385.908	0.00259129	3.37751	6.26336	23.2069	31.2316	49.8643	1351.49	-0.457506	68.9361	0.162142	supercritical
214.229	1.06800	10.1944	0.0980933	9.72919	11.4099	75.1676	25.8940	36.4000	372.416	8.32045	8.36910	0.0243496	vapor
214.546	1.74700	17.3402	0.0576694	9.59330	11.2096	70.4426	26.2984	38.6462	365.239	8.34861	8.52759	0.0252440	vapor
214.110	3.03600	33.0615	0.0302466	9.26983	10.7430	64.2626	27.2134	44.8098	350.057	8.40787	8.91415	0.0273682	vapor
213.843	4.16500	50.0900	0.0199641	8.93391	10.2679	59.9608	28.2057	53.7848	336.798	8.30157	9.46576	0.0302428	vapor
214.155	5.02200	65.7623	0.0152063	8.65041	9.87554	57.0065	29.0566	64.3654	328.438	8.00136	10.1150	0.0335159	supercritical
214.174	5.81100	83.8665	0.0119237	8.32615	9.43773	54.1647	29.9563	79.9449	322.014	7.52369	10.9953	0.0379660	supercritical
213.909	6.37200	100.281	0.00997197	8.03589	9.05527	51.9186	30.6684	97.0857	319.127	6.99770	11.9178	0.0425247	supercritical
213.563	6.92900	120.354	0.00830883	7.69575	8.61936	49.4980	31.3234	119.256	320.224	6.25094	13.2254	0.0483784	supercritical
213.239	7.35700	138.411	0.00722487	7.40299	8.25572	47.5446	31.6608	135.711	326.264	5.51955	14.5728	0.0533848	supercritical
213.342	7.76000	153.980	0.00649437	7.17159	7.98009	46.0448	31.6797	141.088	337.464	4.83182	15.8817	0.0571064	supercritical
213.495	8.25500	171.387	0.00583474	6.92152	7.69423	44.4767	31.4779	137.325	356.803	4.05411	17.4930	0.0606876	supercritical
213.436	8.69700	185.684	0.00538549	6.71426	7.46566	43.2200	31.2172	129.223	378.042	3.44023	18.9327	0.0634249	supercritical
213.605	9.31000	200.613	0.00498471	6.50694	7.25145	41.9786	30.8619	117.019	407.431	2.81477	20.5759	0.0663178	supercritical
214.274	10.0690	212.936	0.00469624	6.35225	7.11086	41.0464	30.5203	105.320	439.130	2.30935	22.0656	0.0689372	supercritical
214.386	11.1060	228.433	0.00437765	6.13429	6.91426	39.7779	30.1805	93.5156	483.806	1.76277	24.0885	0.0727515	supercritical
214.475	12.4190	243.067	0.00411410	5.92592	6.74560	38.5751	29.9029	83.8077	534.232	1.30748	26.2120	0.0769669	supercritical
215.019	14.2570	257.048	0.00389032	5.73795	6.62776	37.4778	29.6851	75.7062	591.733	0.922962	28.4915	0.0816685	supercritical
215.367	16.7650	271.863	0.00367832	5.52899	6.51830	36.2630	29.5506	69.0635	659.372	0.588375	31.1941	0.0873789	supercritical
215.152	20.2730	288.311	0.00346848	5.27607	6.40414	34.8004	29.5174	63.5834	740.925	0.296592	34.5913	0.0946080	supercritical
215.458	24.8880	303.440	0.00329554	5.05623	6.37205	33.4903	29.5798	59.4932	825.449	0.0790714	38.1866	0.102260	supercritical
215.191	31.2490	319.994	0.00312506	4.79704	6.36370	31.9327	29.7497	56.1591	923.935	-0.102600	42.6782	0.111702	supercritical
214.914	39.6160	336.414	0.00297252	4.54055	6.42975	30.3398	30.0121	53.6036	1029.55	-0.240427	47.8160	0.122368	supercritical
215.174	48.5510	349.638	0.00286010	4.35098	6.57870	29.0903	30.2894	51.9274	1121.48	-0.327860	52.5096	0.132076	supercritical
215.416	57.6490	360.768	0.00277186	4.19517	6.75873	28.0186	30.5643	50.7786	1202.36	-0.386635	56.8738	0.141064	supercritical
215.167	66.1020	370.066	0.00270222	4.05404	6.91964	27.0427	30.8177	50.0082	1270.91	-0.426067	60.8412	0.149132	supercritical
215.146	69.2710	373.197	0.00267955	4.00911	6.98690	26.7195	30.9087	49.7705	1294.64	-0.437932	62.2461	0.151994	supercritical
234.032	0.978000	8.38814	0.119216	10.2784	12.1488	79.1650	25.9911	35.8185	392.880	7.01383	9.05384	0.0264945	vapor
235.091	3.14600	29.5897	0.0337956	9.90323	11.6089	67.8707	26.9165	41.5855	377.305	6.87579	9.61759	0.0292116	vapor
234.443	5.13600	54.0033	0.0185174	9.43947	10.9652	61.7384	27.9264	50.4627	363.632	6.60199	10.4466	0.0329377	supercritical
234.917	7.13200	84.3752	0.0118518	8.92685	10.2829	56.8093	28.9618	64.0353	358.535	5.85583	11.8927	0.0390626	supercritical
233.946	9.42700	130.013	0.00769155	8.16535	9.32858	51.2401	29.8685	84.3237	372.024	4.42617	14.7654	0.0499635	supercritical
234.177	11.4720	168.548	0.00593303	7.59442	8.68635	47.5556	29.9290	87.8923	414.148	3.03887	17.9953	0.0590272	supercritical
234.489	13.6020	198.866	0.00502852	7.16230	8.25960	44.9425	29.7348	81.6320	471.916	2.03371	21.1232	0.0660941	supercritical
234.368	15.7510	221.773	0.00450912	6.82637	7.96579	42.9912	29.5643	75.0510	531.863	1.38989	23.9082	0.0720626	supercritical
234.156	17.6930	237.646	0.00420793	6.58843	7.78283	41.6319	29.4684	70.3956	582.899	1.00631	26.1095	0.0767908	supercritical
233.996	20.5350	255.233	0.00391798	6.32481	7.61554	40.1279	29.4091	65.5380	649.434	0.641274	28.8697	0.0827916	supercritical
234.454	23.4110	268.036	0.00373085	6.14826	7.54948	39.0934	29.4095	62.2126	706.008	0.410198	31.1440	0.0878033	supercritical
234.323	26.9320	281.583	0.00355135	5.94215	7.47656	37.9060	29.4587	59.3414	769.709	0.209503	33.7889	0.0936379	supercritical
234.387	30.3640	292.179	0.00342256	5.78531	7.45253	36.9848	29.5328	57.3426	824.084	0.0745035	36.0722	0.0986842	supercritical
234.158	34.0900	302.297	0.00330801	5.62683	7.43597	36.0561	29.6306	55.7110	878.414	-0.0351494	38.4356	0.103879	supercritical
234.589	37.5470	309.700	0.00322893	5.52873	7.47370	35.4439	29.7254	54.5484	921.903	-0.108939	40.3092	0.108025	supercritical
234.483	41.0200	316.911	0.00315546	5.41787	7.49441	34.7741	29.8278	53.5971	964.291	-0.170613	42.2325	0.112233	supercritical
234.423	44.3520	323.115	0.00309488	5.32375	7.52584	34.1958	29.9275	52.8435	1002.07	-0.218599	43.9828	0.116051	supercritical
234.300	47.9300	329.249	0.00303721	5.22918	7.56458	33.6103	30.0355	52.1643	1040.34	-0.261409	45.8033	0.120005	supercritical
234.276	51.2430	334.389	0.00299053	5.15273	7.61119	33.1255	30.1345	51.6298	1073.44	-0.294402	47.4028	0.123476	supercritical
234.676	55.1020	339.523	0.00294531	5.08964	7.69327	32.6921	30.2456	51.0972	1108.38	-0.325826	49.0746	0.127140	supercritical
234.636	58.4160	343.972	0.00290721	5.02375	7.74826	32.2635	30.3427	50.7001	1138.17	-0.349837	50.5769	0.130385	supercritical
234.566	61.8860	348.372	0.00287049	4.95811	7.80801	31.8327	30.4433	50.3342	1168.06	-0.371760	52.1179	0.133703	supercritical
234.491	65.3840	352.553	0.00283645	4.89594	7.87121	31.4195	30.5433	50.0084	1196.91	-0.391060	53.6356	0.136962	supercritical
234.492	68.7590	356.309	0.00280655	4.84260	7.93847	31.0549	30.6376	49.7284	1223.39	-0.407341	55.0451	0.139991	supercritical
254.900	1.01900	7.95557	0.125698	10.8323	12.8872	81.8572	26.3425	35.8975	411.338	5.94151	9.77894	0.0290142	vapor
255.589	2.71500	22.3061	0.0448308	10.5875	12.5401	72.7710	26.8473	38.9714	402.698	5.81185	10.1523	0.0307425	vapor
254.985	4.72500	41.7456	0.0239546	10.2245	12.0403	66.7100	27.4770	43.8709	393.171	5.61074	10.7475	0.0332908	supercritical
254.668	6.55400	62.0498	0.0161161	9.86569	11.5602	62.5685	28.0796	49.7843	388.198	5.26272	11.5517	0.0365483	supercritical
255.612	6.78900	64.3453	0.0155411	9.85346	11.5461	62.2794	28.1432	50.3353	389.222	5.16702	11.6895	0.0370630	supercritical
254.994	8.78600	89.8655	0.0111277	9.41526	10.9837	58.4284	28.7472	58.2854	390.966	4.58057	12.9607	0.0420028	supercritical
255.303	11.1850	122.193	0.00818380	8.91571	10.3842	54.6438	29.2399	66.6174	408.178	3.64996	15.0050	0.0492584	supercritical
254.923	13.2710	150.409	0.00664855	8.47804	9.89354	51.7559	29.4405	70.6008	436.455	2.82429	17.1482	0.0558303	supercritical
255.348	15.3990	174.365	0.00573510	8.13671	9.55352	49.5995	29.4743	70.3146	474.576	2.12503	19.3094	0.0615288	supercritical
255.114	17.5210	195.191	0.00512319	7.82539	9.26544	47.7495	29.4559	68.4756	517.238	1.58677	21.4428	0.0666477	supercritical
254.901	20.3530	217.219	0.00460366	7.49778	9.00096	45.8495	29.4250	65.3640	574.852	1.08384	24.0370	0.0725779	supercritical
255.262	23.4230	234.933	0.00425653	7.24912	8.84860	44.3990	29.4251	62.3311	632.719	0.727948	26.4423	0.0780157	supercritical
254.972	26.8500	251.511	0.00397597	6.99674	8.70939	42.9681	29.4598	59.7058	693.833	0.451461	28.9598	0.0836970	supercritical
254.910	30.3990	265.128	0.00377177	6.79381	8.63324	41.8054	29.5245	57.6288	750.732	0.255787	31.2737	0.0889485	supercritical
254.840	33.9080	276.405	0.00361788	6.62482	8.59287	40.8317	29.6048	56.0460	802.083	0.115726	33.3760	0.0937325	supercritical
254.834	37.3740	285.924	0.00349744	6.48371	8.58072	40.0081	29.6937	54.8091	848.570	0.0115323	35.2984	0.0981143	supercritical
255.712	40.7290	293.085	0.00341198	6.40393	8.63334	39.4861	29.7877	53.8387	887.611	-0.0632419	36.8641	0.101740	supercritical
255.337	44.6320	301.892	0.00331244	6.26284	8.63462	38.6676	29.8955	52.9118	933.994	-0.138484	38.8735	0.106294	supercritical
255.228	48.0890	308.685	0.00323955	6.15975	8.65900	38.0516	29.9932	52.2308	971.793	-0.191350	40.5275	0.110047	supercritical
255.159	51.6730	315.068	0.00317391	6.06425	8.69536	37.4717	30.0948	51.6315	1008.63	-0.236648	42.1671	0.113763	supercritical
255.275	56.2070	322.230	0.00310338	5.96358	8.76195	36.8383	30.2233	50.9945	1051.81	-0.283150	44.1136	0.118182	supercritical
254.844	59.6860	327.725	0.00305134	5.87113	8.79289	36.2863	30.3198	50.5774	1084.64	-0.314081	45.6770	0.121674	supercritical
255.191	63.2570	332.328	0.00300908	5.81558	8.86925	35.9051	30.4193	50.2028	1114.53	-0.339811	47.0535	0.124812	supercritical
255.135	66.4760	336.531	0.00297149	5.75394	8.92292	35.5103	30.5071	49.9029	1141.40	-0.360777	48.3508	0.127725	supercritical
274.936	1.01500	7.29376	0.137104	11.3768	13.6093	84.6160	26.8239	36.1423	427.930	5.11113	10.4487	0.0315120	vapor
275.113	2.49600	18.5681	0.0538558	11.1810	13.3375	76.4296	27.1504	38.1754	422.205	5.00616	10.7286	0.0327806	vapor
274.767	4.44800	34.7696	0.0287607	10.8897	12.9420	70.5588	27.5836	41.4039	415.885	4.82816	11.2051	0.0347669	vapor
274.636	6.50700	53.5565	0.0186719	10.5682	12.5173	66.2384	28.0498	45.5284	412.573	4.53413	11.9029	0.0375060	supercritical
276.448	8.40400	71.4221	0.0140013	10.3261	12.2138	63.3552	28.4630	49.4281	415.837	4.11151	12.7669	0.0407613	supercritical
275.848	10.5550	94.0167	0.0106364	9.94932	11.7504	60.1551	28.8517	54.4245	422.731	3.61947	13.9424	0.0450616	supercritical
275.900	12.6750	116.372	0.00859316	9.60542	11.3528	57.5375	29.1424	58.5114	437.698	3.06461	15.3341	0.0498549	supercritical
276.042	14.6540	136.464	0.00732796	9.30625	11.0290	55.4530	29.3233	61.0183	458.290	2.55182	16.7730	0.0544186	supercritical
275.731	16.9550	158.508	0.00630883	8.96999	10.6860	53.3022	29.4457	62.3754	488.635	2.01338	18.5555	0.0595447	supercritical
275.513	19.1540	177.071	0.00564745	8.69115	10.4265	51.5979	29.5066	62.3060	521.977	1.58410	20.2575	0.0640155	supercritical
275.548	21.3250	192.707	0.00518923	8.46392	10.2392	50.2348	29.5441	61.5007	556.560	1.24613	21.8594	0.0679848	supercritical
275.376	23.5320	206.751	0.00483675	8.25417	10.0801	49.0140	29.5738	60.4474	592.338	0.971799	23.4344	0.0717491	supercritical
275.171	26.9860	225.149	0.00444150	7.97983	9.90270	47.4380	29.6254	58.7117	647.117	0.651201	25.7325	0.0771302	supercritical
275.086	30.4880	240.347	0.00416066	7.75529	9.79032	46.1528	29.6918	57.1183	699.623	0.420133	27.8626	0.0820835	supercritical
275.696	33.9890	252.343	0.00396286	7.59794	9.75880	45.2108	29.7779	55.7539	747.245	0.254805	29.7303	0.0864645	supercritical
275.223	37.5300	263.890	0.00378946	7.41483	9.69642	44.1857	29.8593	54.6322	794.620	0.122101	31.6522	0.0909217	supercritical
275.114	41.1520	273.831	0.00365188	7.26613	9.67708	43.3302	29.9521	53.6692	839.190	0.0188529	33.4511	0.0951183	supercritical
275.014	44.6600	282.365	0.00354151	7.13850	9.67589	42.5903	30.0448	52.8861	879.732	-0.0604820	35.1048	0.0989791	supercritical
274.960	48.0790	289.817	0.00345046	7.02833	9.68974	41.9436	30.1369	52.2361	916.944	-0.123308	36.6395	0.102565	supercritical
275.416	51.7330	296.589	0.00337167	6.94379	9.74208	41.4074	30.2419	51.6407	953.300	-0.177198	38.1239	0.106072	supercritical
275.391	55.2350	302.922	0.00330118	6.85153	9.77679	40.8529	30.3368	51.1490	987.463	-0.221606	39.5726	0.109457	supercritical
275.294	58.7480	308.848	0.00323784	6.76337	9.81498	40.3225	30.4306	50.7185	1020.30	-0.259545	40.9933	0.112766	supercritical
275.235	62.5010	314.680	0.00317783	6.67817	9.86455	39.8011	30.5304	50.3159	1053.67	-0.293987	42.4593	0.116180	supercritical
275.175	65.8370	319.527	0.00312962	6.60745	9.91298	39.3639	30.6181	49.9996	1082.10	-0.320423	43.7304	0.119134	supercritical
275.654	69.2530	323.782	0.00308850	6.56205	9.99341	39.0373	30.7126	49.7119	1108.75	-0.343246	44.8968	0.121893	supercritical
295.744	0.988000	6.56076	0.152421	11.9544	14.3703	87.5036	27.4692	36.5880	443.954	4.40080	11.1226	0.0342283	vapor
295.507	1.94900	13.1792	0.0758773	11.8331	14.2056	81.4391	27.6225	37.6008	441.005	4.34526	11.2721	0.0349001	vapor
295.202	3.91300	27.4443	0.0364374	11.5813	13.8687	74.7896	27.9469	39.9331	436.370	4.19379	11.6626	0.0365231	vapor
295.471	5.97800	43.4150	0.0230335	11.3227	13.5317	70.4194	28.3015	42.7299	434.426	3.96113	12.2176	0.0386879	supercritical
294.956	8.08100	60.8996	0.0164205	11.0237	13.1525	66.9190	28.6280	45.9257	435.014	3.68225	12.9137	0.0412936	supercritical
294.539	10.3690	80.9033	0.0123604	10.6945	12.7507	63.7858	28.9522	49.5472	440.579	3.30504	13.8624	0.0447420	supercritical
294.243	12.1730	97.0665	0.0103022	10.4354	12.4473	61.6473	29.1709	52.2542	449.081	2.97063	14.7457	0.0478501	supercritical
294.691	14.2980	115.410	0.00866476	10.1695	12.1571	59.5697	29.3874	54.7591	464.473	2.55463	15.9029	0.0517510	supercritical
294.370	16.3810	133.257	0.00750431	9.89315	11.8653	57.6654	29.5396	56.6509	483.644	2.16670	17.1422	0.0556699	supercritical
294.082	18.6600	151.475	0.00660173	9.61552	11.5918	55.8628	29.6591	57.8106	509.071	1.77726	18.5607	0.0598425	supercritical
293.899	21.4330	171.248	0.00583949	9.32076	11.3286	54.0300	29.7607	58.1606	544.210	1.37375	20.2964	0.0645743	supercritical
294.496	25.1280	192.818	0.00518624	9.02487	11.1156	52.1996	29.8710	57.5194	593.636	0.962381	22.4738	0.0701482	supercritical
294.508	28.7160	210.757	0.00474480	8.76503	10.9509	50.6724	29.9559	56.5773	642.306	0.667002	24.5081	0.0751204	supercritical
295.407	32.4850	225.667	0.00443130	8.57587	10.8852	49.5109	30.0624	55.4723	690.724	0.442417	26.4154	0.0797465	supercritical
295.265	36.1360	238.911	0.00418566	8.37967	10.8062	48.3899	30.1493	54.5342	736.868	0.274258	28.2457	0.0841049	supercritical
295.194	39.4430	249.340	0.00401058	8.22644	10.7642	47.5119	30.2319	53.7672	776.644	0.155567	29.8094	0.0878267	supercritical
295.160	42.8270	258.797	0.00386403	8.08856	10.7434	46.7175	30.3189	53.0711	815.368	0.0582021	31.3298	0.0914496	supercritical
295.074	46.3330	267.623	0.00373660	7.95847	10.7359	45.9683	30.4092	52.4388	853.650	-0.0237742	32.8422	0.0950536	supercritical
295.067	50.0000	275.876	0.00362482	7.83938	10.7470	45.2722	30.5058	51.8613	891.572	-0.0935899	34.3483	0.0986514	supercritical
294.925	53.6830	283.511	0.00352720	7.72543	10.7631	44.6110	30.6001	51.3557	928.088	-0.151790	35.8221	0.102163	supercritical
294.439	57.0610	290.231	0.00344553	7.61446	10.7686	43.9884	30.6793	50.9466	960.846	-0.197499	37.1826	0.105376	supercritical
