# Temp(K)	Pressure(MPa)	Experimental(mW/m*K)	NIST(mW/m*K)	Model(mW/m*K)
1.980999999999999943e+02	4.568999999999999950e+00	3.650000000000000000e+01	3.654439999999999600e+01	7.268258611266041669e+01
1.981380000000000052e+02	4.860999999999999766e+00	4.050000000000000000e+01	4.094960000000000377e+01	7.279539324412044721e+01
1.976970000000000027e+02	5.049000000000000377e+00	4.510000000000000142e+01	4.631520000000000437e+01	7.292136153377573748e+01
1.976260000000000048e+02	5.173000000000000043e+00	4.929999999999999716e+01	5.068700000000000472e+01	7.297962208783843607e+01
1.976370000000000005e+02	5.230000000000000426e+00	5.150000000000000000e+01	5.291579999999999728e+01	7.300092892543547407e+01
1.975370000000000061e+02	5.328999999999999737e+00	5.460000000000000142e+01	5.818170000000000641e+01	7.305219169067065366e+01
1.976399999999999864e+02	5.408000000000000362e+00	5.839999999999999858e+01	6.157060000000000599e+01	7.307237912137733815e+01
1.978640000000000043e+02	5.500000000000000000e+00	6.219999999999999574e+01	6.442779999999999063e+01	7.308502735694101204e+01
1.979600000000000080e+02	5.692999999999999616e+00	6.940000000000000568e+01	6.934820000000000562e+01	7.315270966677496745e+01
1.981810000000000116e+02	5.964999999999999858e+00	7.200000000000000000e+01	6.989670000000000982e+01	7.323853004378747755e+01
1.981819999999999879e+02	6.570999999999999730e+00	7.409999999999999432e+01	7.223599999999999000e+01	7.344314240325297760e+01
1.981359999999999957e+02	7.445000000000000284e+00	7.760000000000000853e+01	7.660469999999999402e+01	7.380373248399705233e+01
1.983940000000000055e+02	8.897999999999999687e+00	8.269999999999998863e+01	8.211379999999999768e+01	7.436866567469434131e+01
1.987580000000000098e+02	1.117900000000000027e+01	8.909999999999999432e+01	8.881369999999999720e+01	7.526821672918400452e+01
1.986399999999999864e+02	1.444999999999999929e+01	9.679999999999999716e+01	9.688979999999999393e+01	7.663195932794415910e+01
